Sample_ID,New_ID,Site,Population,Year,Geo_Region,Collection,ID.1,Project,ProcessingSheetId,Result.File.Type,Old_Site,Paper_ID,Extraction.Plate,Position,Nanodrop.ng.uL,X260.280,X260.230,Qubit..ng.uL.,Quality.Sample.Plate,Position.1,Volume,Volume.for.150.ng,Volume.Dispensed,Submission.Plate,Position.2,Volume.1,Qubit..ng.uL..1,Notes
NS.1480.001.IDT_i7_61---IDT_i5_61.359,DeerCreek_2012_North_359,DeerCreek,S36,2012,North,Timeseries,359,Mimulus Timeseries Population Angert 2020,359_MPS12345930_F11,FASTQ,Deer Creek,10,01-Apr,G8,111.3,2,2.4,39.8,Quality Mimulus Plate 4 Angert 2020 DM,G8,45,4,30,Angert Mimulus Ð 4,G8,30,39.8,
NS.1493.003.IDT_i7_138---IDT_i5_138.360,DeerCreek_2014_North_360,DeerCreek,S36,2014,North,Timeseries,360,Mimulus Timeseries Population Angert 2020,360_MPS12345930_D04,FASTQ,Deer Creek,10,01-Apr,H8,260.5,2.1,2.4,44.7,Quality Mimulus Plate 4 Angert 2020 DM,H8,45,4,30,Angert Mimulus Ð 4,H8,30,44.7,
NS.1493.003.IDT_i7_150---IDT_i5_150.361,DeerCreek_2014_North_361,DeerCreek,S36,2014,North,Timeseries,361,Mimulus Timeseries Population Angert 2020,361_MPS12345930_E04,FASTQ,Deer Creek,10,01-Apr,A9,705.5,2.2,2.4,63.7,Quality Mimulus Plate 4 Angert 2020 DM,A9,30,3,25,Angert Mimulus Ð 4,A9,25,63.7,
NS.1480.001.IDT_i7_73---IDT_i5_73.362,DeerCreek_2014_North_362,DeerCreek,S36,2014,North,Timeseries,362,Mimulus Timeseries Population Angert 2020,362_MPS12345930_G11,FASTQ,Deer Creek,10,01-Apr,B9,83.5,2.1,2.3,20.6,Quality Mimulus Plate 4 Angert 2020 DM,B9,30,8,25,Angert Mimulus Ð 4,B9,25,20.6,
NS.1480.001.IDT_i7_85---IDT_i5_85.363,DeerCreek_2014_North_363,DeerCreek,S36,2014,North,Timeseries,363,Mimulus Timeseries Population Angert 2020,363_MPS12345930_H11,FASTQ,Deer Creek,10,01-Apr,C9,85.5,2.1,2.4,15.9,Quality Mimulus Plate 4 Angert 2020 DM,C9,30,10,25,Angert Mimulus Ð 4,C9,25,15.9,
NS.1493.003.IDT_i7_162---IDT_i5_162.364,DeerCreek_2014_North_364,DeerCreek,S36,2014,North,Timeseries,364,Mimulus Timeseries Population Angert 2020,364_MPS12345930_F04,FASTQ,Deer Creek,10,01-Apr,D9,1010.7,2.1,2.4,99.1,Quality Mimulus Plate 4 Angert 2020 DM,D9,30,2,25,Angert Mimulus Ð 4,D9,25,99.1,
NS.1493.003.IDT_i7_174---IDT_i5_174.365,DeerCreek_2014_North_365,DeerCreek,S36,2014,North,Timeseries,365,Mimulus Timeseries Population Angert 2020,365_MPS12345930_G04,FASTQ,Deer Creek,10,01-Apr,E9,464.2,2,2.4,77.6,Quality Mimulus Plate 4 Angert 2020 DM,E9,30,2,25,Angert Mimulus Ð 4,E9,25,77.6,
NS.1480.001.IDT_i7_2---IDT_i5_2.366,DeerCreek_2014_North_366,DeerCreek,S36,2014,North,Timeseries,366,Mimulus Timeseries Population Angert 2020,366_MPS12345930_A12,FASTQ,Deer Creek,10,R-2,A8,507.3,1.9,2.3,45.7,Quality Mimulus Plate 4 Angert 2020 DM,F9,30,4,25,Angert Mimulus Ð 4,F9,25,45.7,
NS.1480.001.IDT_i7_14---IDT_i5_14.367,DeerCreek_2014_North_367,DeerCreek,S36,2014,North,Timeseries,367,Mimulus Timeseries Population Angert 2020,367_MPS12345930_B12,FASTQ,Deer Creek,10,R-2,B8,351.4,1.9,2.3,41.4,Quality Mimulus Plate 4 Angert 2020 DM,G9,30,4,25,Angert Mimulus Ð 4,G9,25,41.4,
NS.1480.001.IDT_i7_26---IDT_i5_26.368,DeerCreek_2015_North_368,DeerCreek,S36,2015,North,Timeseries,368,Mimulus Timeseries Population Angert 2020,368_MPS12345930_C12,FASTQ,Deer Creek,10,01-Apr,H9,162.9,2.1,2.4,27.4,Quality Mimulus Plate 4 Angert 2020 DM,H9,30,6,25,Angert Mimulus Ð 4,H9,25,27.4,
NS.1480.001.IDT_i7_38---IDT_i5_38.369,DeerCreek_2015_North_369,DeerCreek,S36,2015,North,Timeseries,369,Mimulus Timeseries Population Angert 2020,369_MPS12345930_D12,FASTQ,Deer Creek,10,01-Apr,A10,232.7,2.1,2.5,44.2,Quality Mimulus Plate 4 Angert 2020 DM,A10,30,4,30,Angert Mimulus Ð 4,A10,30,44.2,
NS.1480.001.IDT_i7_50---IDT_i5_50.370,DeerCreek_2015_North_370,DeerCreek,S36,2015,North,Timeseries,370,Mimulus Timeseries Population Angert 2020,370_MPS12345930_E12,FASTQ,Deer Creek,10,01-Apr,B10,208.7,2.1,2.4,4.4,Quality Mimulus Plate 4 Angert 2020 DM,B10,35,35,35,Angert Mimulus Ð 4,B10,35,4.35,
NS.1480.001.IDT_i7_62---IDT_i5_62.371,DeerCreek_2015_North_371,DeerCreek,S36,2015,North,Timeseries,371,Mimulus Timeseries Population Angert 2020,371_MPS12345930_F12,FASTQ,Deer Creek,10,01-Apr,C10,111.3,2.1,2.4,8.6,Quality Mimulus Plate 4 Angert 2020 DM,C10,10,18,30,Angert Mimulus Ð 4,C10,30,8.61,
NS.1493.003.IDT_i7_186---IDT_i5_186.372,DeerCreek_2015_North_372,DeerCreek,S36,2015,North,Timeseries,372,Mimulus Timeseries Population Angert 2020,372_MPS12345930_H04,FASTQ,Deer Creek,10,01-Apr,D10,1234.9,2.1,2.4,119,Quality Mimulus Plate 4 Angert 2020 DM,D10,30,2,30,Angert Mimulus Ð 4,D10,30,119,
NS.1493.003.IDT_i7_3---IDT_i5_3.373,DeerCreek_2015_North_373,DeerCreek,S36,2015,North,Timeseries,373,Mimulus Timeseries Population Angert 2020,373_MPS12345557_A01,FASTQ,Deer Creek,10,01-Apr,E10,110.3,2.1,2.4,12.9,Quality Mimulus Plate 4 Angert 2020 DM,E10,30,12,30,Angert Mimulus Ð 4,E10,30,12.9,
NS.1493.003.IDT_i7_15---IDT_i5_15.374,DeerCreek_2015_North_374,DeerCreek,S36,2015,North,Timeseries,374,Mimulus Timeseries Population Angert 2020,374_MPS12345557_B01,FASTQ,Deer Creek,10,01-Apr,F10,133.7,2.1,2.4,30.9,Quality Mimulus Plate 4 Angert 2020 DM,F10,30,5,30,Angert Mimulus Ð 4,F10,30,30.9,
NS.1493.003.IDT_i7_76---IDT_i5_76.375,DeerCreek_2015_North_375,DeerCreek,S36,2015,North,Timeseries,375,Mimulus Timeseries Population Angert 2020,375_MPS12345557_G02,FASTQ,Deer Creek,10,01-Apr,G10,893.1,2.1,2.4,66.3,Quality Mimulus Plate 4 Angert 2020 DM,G10,30,3,30,Angert Mimulus Ð 4,G10,30,66.3,
NS.1493.003.IDT_i7_27---IDT_i5_27.376,DeerCreek_2015_North_376,DeerCreek,S36,2015,North,Timeseries,376,Mimulus Timeseries Population Angert 2020,376_MPS12345557_C01,FASTQ,Deer Creek,10,01-Apr,H10,64.5,2.2,1.9,5.2,Quality Mimulus Plate 4 Angert 2020 DM,H10,30,29,35,Angert Mimulus Ð 4,H10,35,5.23,
NS.1493.003.IDT_i7_39---IDT_i5_39.377,DeerCreek_2016_North_377,DeerCreek,S36,2016,North,Timeseries,377,Mimulus Timeseries Population Angert 2020,377_MPS12345557_D01,FASTQ,Deer Creek,10,01-Apr,A11,107.2,2.1,2.4,19,Quality Mimulus Plate 4 Angert 2020 DM,A11,30,8,30,Angert Mimulus Ð 4,A11,30,19,
NS.1493.003.IDT_i7_51---IDT_i5_51.378,DeerCreek_2016_North_378,DeerCreek,S36,2016,North,Timeseries,378,Mimulus Timeseries Population Angert 2020,378_MPS12345557_E01,FASTQ,Deer Creek,10,01-Apr,B11,279.4,2.1,2.1,29.8,Quality Mimulus Plate 4 Angert 2020 DM,B11,30,6,30,Angert Mimulus Ð 4,B11,30,29.8,
NS.1493.003.IDT_i7_63---IDT_i5_63.379,DeerCreek_2016_North_379,DeerCreek,S36,2016,North,Timeseries,379,Mimulus Timeseries Population Angert 2020,379_MPS12345557_F01,FASTQ,Deer Creek,10,01-Apr,C11,192,2.1,2.5,27.2,Quality Mimulus Plate 4 Angert 2020 DM,C11,30,6,30,Angert Mimulus Ð 4,C11,30,27.2,
NS.1493.003.IDT_i7_75---IDT_i5_75.380,DeerCreek_2016_North_380,DeerCreek,S36,2016,North,Timeseries,380,Mimulus Timeseries Population Angert 2020,380_MPS12345557_G01,FASTQ,Deer Creek,10,01-Apr,D11,132.7,2.1,2.5,21.3,Quality Mimulus Plate 4 Angert 2020 DM,D11,30,8,30,Angert Mimulus Ð 4,D11,30,21.3,
NS.1493.003.IDT_i7_88---IDT_i5_88.381,DeerCreek_2016_North_381,DeerCreek,S36,2016,North,Timeseries,381,Mimulus Timeseries Population Angert 2020,381_MPS12345557_H02,FASTQ,Deer Creek,10,01-Apr,E11,402,2.1,2.4,55.2,Quality Mimulus Plate 4 Angert 2020 DM,E11,30,3,30,Angert Mimulus Ð 4,E11,30,55.2,
NS.1493.003.IDT_i7_5---IDT_i5_5.382,DeerCreek_2016_North_382,DeerCreek,S36,2016,North,Timeseries,382,Mimulus Timeseries Population Angert 2020,382_MPS12345557_A03,FASTQ,Deer Creek,10,01-Apr,F11,1534.5,2.1,2.4,147,Quality Mimulus Plate 4 Angert 2020 DM,F11,30,2,30,Angert Mimulus Ð 4,F11,30,147,
NS.1493.003.IDT_i7_17---IDT_i5_17.383,DeerCreek_2016_North_383,DeerCreek,S36,2016,North,Timeseries,383,Mimulus Timeseries Population Angert 2020,383_MPS12345557_B03,FASTQ,Deer Creek,10,01-Apr,G11,623.3,2.1,2.3,72.5,Quality Mimulus Plate 4 Angert 2020 DM,G11,30,3,30,Angert Mimulus Ð 4,G11,30,72.5,
NS.1493.003.IDT_i7_87---IDT_i5_87.384,DeerCreek_2016_North_384,DeerCreek,S36,2016,North,Timeseries,384,Mimulus Timeseries Population Angert 2020,384_MPS12345557_H01,FASTQ,Deer Creek,10,01-Apr,H11,278.8,2.1,2.4,32.3,Quality Mimulus Plate 4 Angert 2020 DM,H11,30,5,30,Angert Mimulus Ð 4,H11,30,32.3,
NS.1493.003.IDT_i7_4---IDT_i5_4.385,DeerCreek_2016_North_385,DeerCreek,S36,2016,North,Timeseries,385,Mimulus Timeseries Population Angert 2020,385_MPS12345557_A02,FASTQ,Deer Creek,10,01-Apr,A12,80,2.1,2.3,6,Quality Mimulus Plate 4 Angert 2020 DM,A12,30,25,30,Angert Mimulus Ð 4,A12,30,6.02,
NS.1493.003.IDT_i7_29---IDT_i5_29.386,LittleJameson_2014_Centre_386,LittleJameson,S18,2014,Centre,Timeseries,386,Mimulus Timeseries Population Angert 2020,386_MPS12345557_C03,FASTQ,Little Jameson,7,01-Apr,B12,726,2.2,2.3,77.2,Quality Mimulus Plate 4 Angert 2020 DM,B12,30,2,30,Angert Mimulus Ð 4,B12,30,77.2,
NS.1481.002.IDT_i7_99---IDT_i5_99.614,MillCreek_2010_South_614,MillCreek,S11,2010,South,Both,614,Mimulus Timeseries Population Angert 2020,614_MPS12345934_A02,FASTQ,Mill Creek,12,01-Jun,D4,328.1,1.9,2.3,52,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,D4,45,3,40,Angert Mimulus Ð 6,D4,40,52,
NS.1481.002.IDT_i7_142---IDT_i5_142.615,MillCreek_2010_South_615,MillCreek,S11,2010,South,Both,615,Mimulus Timeseries Population Angert 2020,615_MPS12345934_D09,FASTQ,Mill Creek,12,01-Jun,E4,94,1.9,2.3,44.2,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,E4,45,4,40,Angert Mimulus Ð 6,E4,40,44.2,
NS.1481.002.IDT_i7_111---IDT_i5_111.616,MillCreek_2010_South_616,MillCreek,S11,2010,South,Both,616,Mimulus Timeseries Population Angert 2020,616_MPS12345934_B02,FASTQ,Mill Creek,12,01-Jun,F4,254.2,1.9,2.4,54,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,F4,45,3,40,Angert Mimulus Ð 6,F4,40,54,
NS.1481.002.IDT_i7_125---IDT_i5_125.662,NFMFTule_2010_Centre_662,NFMFTule,S10,2010,Centre,Both,662,Mimulus Timeseries Population Angert 2020,662_MPS12345934_C04,FASTQ,North Fork Middle Fork Tule,3,01-May,C10,30.5,1.8,2.2,13,Quality Mimulus Plate 5 Angert 2020 DM,C10,95,12,40,Angert Mimulus Ð 5,C10,40,13,
NS.1481.002.IDT_i7_168---IDT_i5_168.664,NFMFTule_2010_Centre_664,NFMFTule,S10,2010,Centre,Both,664,Mimulus Timeseries Population Angert 2020,664_MPS12345934_F11,FASTQ,North Fork Middle Fork Tule,3,01-Jun,H7,136.9,1.9,2.1,33.2,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,H7,45,5,40,Angert Mimulus Ð 6,H7,40,33.2,
NS.1481.002.IDT_i7_124---IDT_i5_124.665,NFMFTule_2010_Centre_665,NFMFTule,S10,2010,Centre,Both,665,Mimulus Timeseries Population Angert 2020,665_MPS12345934_C03,FASTQ,North Fork Middle Fork Tule,3,01-Jun,A8,564.6,1.9,2.3,54.1,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,A8,45,3,40,Angert Mimulus Ð 6,A8,40,54.1,
NS.1481.002.IDT_i7_136---IDT_i5_136.666,NFMFTule_2010_Centre_666,NFMFTule,S10,2010,Centre,Both,666,Mimulus Timeseries Population Angert 2020,666_MPS12345934_D03,FASTQ,North Fork Middle Fork Tule,3,01-Jun,B8,452.3,1.9,2.3,70.5,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,B8,45,3,40,Angert Mimulus Ð 6,B8,40,70.5,
NS.1481.002.IDT_i7_180---IDT_i5_180.667,NFMFTule_2010_Centre_667,NFMFTule,S10,2010,Centre,Both,667,Mimulus Timeseries Population Angert 2020,667_MPS12345934_G11,FASTQ,North Fork Middle Fork Tule,3,01-Jun,C8,116.9,1.8,2.1,34.3,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,C8,45,5,40,Angert Mimulus Ð 6,C8,40,34.3,
NS.1481.002.IDT_i7_192---IDT_i5_192.672,ONeilCreek_2010_North_672,ONeilCreek,S16,2010,North,Both,672,Mimulus Timeseries Population Angert 2020,672_MPS12345934_H11,FASTQ,O'Neil Creek,9,01-Jun,D8,123,1.8,2,21.3,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,D8,45,8,40,Angert Mimulus Ð 6,D8,40,21.3,
NS.1493.004.IDT_i7_1---IDT_i5_1.693,OregonCreek_2010_Centre_693,OregonCreek,S29,2010,Centre,Both,693,Mimulus Timeseries Population Angert 2020,693_MPS12345934_A12,FASTQ,Oregon Creek,6,01-Jun,E8,77.5,1.8,2,27.4,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,E8,45,6,40,Angert Mimulus Ð 6,E8,40,27.4,
NS.1493.004.IDT_i7_13---IDT_i5_13.700,OregonCreek_2010_Centre_700,OregonCreek,S29,2010,Centre,Both,700,Mimulus Timeseries Population Angert 2020,700_MPS12345934_B12,FASTQ,Oregon Creek,6,01-Jun,F8,151.9,1.9,2.1,29.7,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,F8,45,6,40,Angert Mimulus Ð 6,F8,40,29.7,
NS.1480.001.IDT_i7_35---IDT_i5_35.733,Redwoods_2010_Centre_733,Redwoods,S08,2010,Centre,Both,733,Mimulus Timeseries Population Angert 2020,733_MPS12346082_C09,FASTQ,Redwood Creek,4,01-Jun,C10,340.8,1.9,2.3,81.1,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,C10,45,2,40,Angert Mimulus Ð 6,C10,40,81.1,
NS.1480.001.IDT_i7_15---IDT_i5_15.737,Redwoods_2010_Centre_737,Redwoods,S08,2010,Centre,Both,737,Mimulus Timeseries Population Angert 2020,737_MPS12346082_B01,FASTQ,Redwood Creek,4,01-Jun,D10,19.7,1.7,1.6,5,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,D10,45,31,40,Angert Mimulus Ð 6,D10,40,4.97,
NS.1480.001.IDT_i7_27---IDT_i5_27.741,Redwoods_2010_Centre_741,Redwoods,S08,2010,Centre,Both,741,Mimulus Timeseries Population Angert 2020,741_MPS12346082_C01,FASTQ,Redwood Creek,4,01-Jun,E10,98.4,1.9,1.9,26.6,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,E10,45,6,40,Angert Mimulus Ð 6,E10,40,26.6,
NS.1480.001.IDT_i7_39---IDT_i5_39.742,Redwoods_2010_Centre_742,Redwoods,S08,2010,Centre,Both,742,Mimulus Timeseries Population Angert 2020,742_MPS12346082_D01,FASTQ,Redwood Creek,4,01-Jun,F10,25.9,1.7,1.6,4.6,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,F10,45,33,40,Angert Mimulus Ð 6,F10,40,4.58,
NS.1480.001.IDT_i7_51---IDT_i5_51.743,Redwoods_2010_Centre_743,Redwoods,S08,2010,Centre,Both,743,Mimulus Timeseries Population Angert 2020,743_MPS12346082_E01,FASTQ,Redwood Creek,4,01-Jun,G10,38.1,1.8,1.7,7.7,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,G10,45,20,40,Angert Mimulus Ð 6,G10,40,7.7,
NS.1480.001.IDT_i7_47---IDT_i5_47.754,RockCreek_2010_North_754,RockCreek,S15,2010,North,Both,754,Mimulus Timeseries Population Angert 2020,754_MPS12346082_D09,FASTQ,Rock Creek,11,01-Jun,H10,893,2,2.3,113,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,H10,45,2,40,Angert Mimulus Ð 6,H10,40,113,
NS.1493.004.IDT_i7_35---IDT_i5_35.799,Sweetwater_2010_South_799,Sweetwater,S02,2010,South,Both,799,Mimulus Timeseries Population Angert 2020,799_MPS12345939_C06,FASTQ,Sweetwater River,1,R-2,C10,287.4,1.9,2.2,11.7,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,C2,40,13,35,Angert Mimulus Ð 8,C2,35,11.7,
NS.1493.004.IDT_i7_47---IDT_i5_47.800,Sweetwater_2010_South_800,Sweetwater,S02,2010,South,Both,800,Mimulus Timeseries Population Angert 2020,800_MPS12345939_D06,FASTQ,Sweetwater River,1,R-2,D10,601.6,1.8,2.3,10.3,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,D2,40,15,35,Angert Mimulus Ð 8,D2,35,10.3,
NS.1493.004.IDT_i7_181---IDT_i5_181.835,WFMojave_2010_South_835,WFMojave,S07,2010,South,Both,835,Mimulus Timeseries Population Angert 2020,835_MPS12345939_H08,FASTQ,West Fork Mojave River,2,R-5,H3,270.3,1.9,2.2,56.3,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,H4,30,3,30,Angert Mimulus Ð 8,H4,30,56.3,
